SUPPLIER,PRODUCT_PART_NUMBER,PACKAGING_DESCR,MARKETING_STATUS,ROHS_COMPLIANCE_GRADE,PRODUCT_URL,PARAMETRICS_URL,DATASHEET_URL,KEY_FEATURES,SHORT_DESCRIPTION,PB_FREE,EU_ROHS,HALOGEN_FREE,RHF_INDICATOR,REACH_SVHC
NXP,MIMXRT1011DAE5APackage :LQFP80,MIMXRT1011DAE5A(935389373557),Active,,https://www.nxp.com/products/i.MX-RT1010,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT1010IEC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1011CAE4APackage :LQFP80,MIMXRT1011CAE4A(935389372557),Active,,https://www.nxp.com/products/i.MX-RT1010,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT1010IEC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1021DAG5BPackage :LQFP144,MIMXRT1021DAG5B(935396801557),Active,,https://www.nxp.com/products/i.MX-RT1020,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1021DAF5BPackage :LQFP100,MIMXRT1021DAF5B(935396799557),Active,,https://www.nxp.com/products/i.MX-RT1020,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1021CAG4BPackage :LQFP144,MIMXRT1021CAG4B(935396798557),Active,,https://www.nxp.com/products/i.MX-RT1020,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1021CAF4BPackage :LQFP100,MIMXRT1021CAF4B(935396796557),Active,,https://www.nxp.com/products/i.MX-RT1020,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1046XFQ5BPackage :LFBGA169,MIMXRT1046XFQ5B(935464509557),Active,,https://www.nxp.com/products/i.MX-RT1040,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1046DFQ6BPackage :LFBGA169,MIMXRT1046DFQ6B(935464514557),Active,,https://www.nxp.com/products/i.MX-RT1040,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1043XJM5BPackage :LFBGA169,MIMXRT1043XJM5B(935465514557),Active,,https://www.nxp.com/products/i.MX-RT1040,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1043XFP5BPackage :LFBGA169,MIMXRT1043XFP5B(935464388557),Active,,https://www.nxp.com/products/i.MX-RT1040,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1043DJM6BPackage :LFBGA169,MIMXRT1043DJM6B(935465516557),Active,,https://www.nxp.com/products/i.MX-RT1040,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1043DFP6BPackage :LFBGA169,MIMXRT1043DFP6B(935464395557),Active,,https://www.nxp.com/products/i.MX-RT1040,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1042XJM5BPackage :LFBGA169,MIMXRT1042XJM5B(935437343557),Active,,https://www.nxp.com/products/i.MX-RT1040,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1042XFP5BPackage :LFBGA169,MIMXRT1042XFP5B(935437342557),Active,,https://www.nxp.com/products/i.MX-RT1040,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1042DJM6BPackage :LFBGA169,MIMXRT1042DJM6B(935447403557),Active,,https://www.nxp.com/products/i.MX-RT1040,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1042DFP6BPackage :LFBGA169,MIMXRT1042DFP6B(935437341557),Active,,https://www.nxp.com/products/i.MX-RT1040,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1041XJM5BPackage :LFBGA169,MIMXRT1041XJM5B(935437339557),Active,,https://www.nxp.com/products/i.MX-RT1040,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1041XFP5BPackage :LFBGA169,MIMXRT1041XFP5B(935437338557),Active,,https://www.nxp.com/products/i.MX-RT1040,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1041DJM6BPackage :LFBGA169,MIMXRT1041DJM6B(935447402557),Active,,https://www.nxp.com/products/i.MX-RT1040,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1041DFP6BPackage :LFBGA169,MIMXRT1041DFP6B(935437337557),Active,,https://www.nxp.com/products/i.MX-RT1040,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT105SDVL6BPackage :LFBGA196,MIMXRT105SDVL6B(935420437557),Active,,https://www.nxp.com/products/i.MX-RT1050,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12781.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,-
NXP,MIMXRT105SCVL5BPackage :LFBGA196,MIMXRT105SCVL5B(935420436557),Active,,https://www.nxp.com/products/i.MX-RT1050,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12781.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,-
NXP,MIMXRT1052DVL6BPackage :LFBGA196,MIMXRT1052DVL6B(935365842557),Active,,https://www.nxp.com/products/i.MX-RT1050,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12781.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,e1
NXP,MIMXRT1052DVL6BR(935365842518),Active,Yes,Ecopack3,https://www.nxp.com/products/i.MX-RT1050,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12781.pdf,,Roll over image to zoom in,YesCertificate Of Analysis (CoA),Yes,D,-,Reach SVHC
NXP,MIMXRT1052DVJ6BPackage :LFBGA196,MIMXRT1052DVJ6B(935376005557),Active,,https://www.nxp.com/products/i.MX-RT1050,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12781.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,-
NXP,MIMXRT1052CVL5BPackage :LFBGA196,MIMXRT1052CVL5B(935365841557),Active,,https://www.nxp.com/products/i.MX-RT1050,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12781.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,e1
NXP,MIMXRT1052CVL5BR(935365841518),Active,Yes,Ecopack3,https://www.nxp.com/products/i.MX-RT1050,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12781.pdf,,Roll over image to zoom in,YesCertificate Of Analysis (CoA),Yes,D,-,Reach SVHC
NXP,MIMXRT1052CVJ5BPackage :LFBGA196,MIMXRT1052CVJ5B(935376004557),Active,,https://www.nxp.com/products/i.MX-RT1050,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12781.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,-
NXP,MIMXRT1051DVL6BPackage :LFBGA196,MIMXRT1051DVL6B(935365839557),Active,,https://www.nxp.com/products/i.MX-RT1050,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12781.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,e1
NXP,MIMXRT1051DVL6BR(935365839518),Active,Yes,Ecopack3,https://www.nxp.com/products/i.MX-RT1050,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12781.pdf,,Roll over image to zoom in,YesCertificate Of Analysis (CoA),Yes,D,-,Reach SVHC
NXP,MIMXRT1051DVJ6BPackage :LFBGA196,MIMXRT1051DVJ6B(935376003557),Active,,https://www.nxp.com/products/i.MX-RT1050,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12781.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,-
NXP,MIMXRT1051CVL5BPackage :LFBGA196,MIMXRT1051CVL5B(935365838557),Active,,https://www.nxp.com/products/i.MX-RT1050,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12781.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,e1
NXP,MIMXRT1051CVJ5BPackage :LFBGA196,MIMXRT1051CVJ5B(935383268557),Active,,https://www.nxp.com/products/i.MX-RT1050,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12781.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,-
NXP,MIMXRT1051CVJ5BR(935383268518),Active,Yes,Ecopack3,https://www.nxp.com/products/i.MX-RT1050,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12781.pdf,,Roll over image to zoom in,YesCertificate Of Analysis (CoA),Yes,D,-,Reach SVHC
NXP,MIMXRT106VDVL6BPackage :LFBGA196,MIMXRT106VDVL6B(935441536557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT106SDVL6BPackage :LFBGA196,MIMXRT106SDVL6B(935399822557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT106SCVL5BPackage :LFBGA196,MIMXRT106SCVL5B(935420438557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT106PDVL6BPackage :LFBGA196,MIMXRT106PDVL6B(935437796557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT106LDVL6BPackage :LFBGA196,MIMXRT106LDVL6B(935399821557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT106LDVL6APackage :LFBGA196,MIMXRT106LDVL6A(935389818557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT106LCVL5BPackage :LFBGA196,MIMXRT106LCVL5B(935414462557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT106FDVL6BPackage :LFBGA196,MIMXRT106FDVL6B(935399819557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT106FDVL6APackage :LFBGA196,MIMXRT106FDVL6A(935389817557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT106FCVL5BPackage :LFBGA196,MIMXRT106FCVL5B(935414461557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT106DDVL6BPackage :LFBGA196,MIMXRT106DDVL6B(935441534557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT106CDVL6BPackage :LFBGA196,MIMXRT106CDVL6B(935399818557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT106ADVL6BPackage :LFBGA196,MIMXRT106ADVL6B(935399817557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT106ADVL6APackage :LFBGA196,MIMXRT106ADVL6A(935385521557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT106ACVL5BPackage :LFBGA196,MIMXRT106ACVL5B(935414459557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1062XVN5BPackage :LFBGA225,MIMXRT1062XVN5B(935437346557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1062DVN6BPackage :LFBGA225,MIMXRT1062DVN6B(935437345557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1062DVL6BPackage :LFBGA196,MIMXRT1062DVL6B(935394383557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1062DVL6APackage :LFBGA196,MIMXRT1062DVL6A(935373204557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1062DVJ6BPackage :LFBGA196,MIMXRT1062DVJ6B(935394382557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1062DVJ6APackage :LFBGA196,MIMXRT1062DVJ6A(935379988557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1062CVL5BPackage :LFBGA196,MIMXRT1062CVL5B(935394381557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1062CVL5APackage :LFBGA196,MIMXRT1062CVL5A(935373203557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1062CVJ5BPackage :LFBGA196,MIMXRT1062CVJ5B(935394379557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1062CVJ5APackage :LFBGA196,MIMXRT1062CVJ5A(935379987557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1061XVN5BPackage :LFBGA225,MIMXRT1061XVN5B(935437344557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1061DVL6BPackage :LFBGA196,MIMXRT1061DVL6B(935388058557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1061DVL6APackage :LFBGA196,MIMXRT1061DVL6A(935373202557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1061DVJ6BPackage :LFBGA196,MIMXRT1061DVJ6B(935394377557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1061DVJ6APackage :LFBGA196,MIMXRT1061DVJ6A(935386102557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1061CVL5BPackage :LFBGA196,MIMXRT1061CVL5B(935394376557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1061CVL5APackage :LFBGA196,MIMXRT1061CVL5A(935373201557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1061CVJ5BPackage :LFBGA196,MIMXRT1061CVJ5B(935394375557),Active,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1061CVJ5APackage :LFBGA196,MIMXRT1061CVJ5A(935379986557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1060,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1166XVM5BPackage :LFBGA289,MIMXRT1166XVM5B(935464779557),Active,,https://www.nxp.com/products/i.MX-RT1160,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1166XVM5APackage :LFBGA289,MIMXRT1166XVM5A(935424214557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1160,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1166DVM6BPackage :LFBGA289,MIMXRT1166DVM6B(935464776557),Active,,https://www.nxp.com/products/i.MX-RT1160,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1166DVM6APackage :LFBGA289,MIMXRT1166DVM6A(935421519557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1160,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1166CVM5BPackage :LFBGA289,MIMXRT1166CVM5B(935464731557),Active,,https://www.nxp.com/products/i.MX-RT1160,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1166CVM5APackage :LFBGA289,MIMXRT1166CVM5A(935421518557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1160,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1165XVM5BPackage :LFBGA289,MIMXRT1165XVM5B(935464778557),Active,,https://www.nxp.com/products/i.MX-RT1160,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1165XVM5APackage :LFBGA289,MIMXRT1165XVM5A(935424213557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1160,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1165DVM6BPackage :LFBGA289,MIMXRT1165DVM6B(935464775557),Active,,https://www.nxp.com/products/i.MX-RT1160,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1165DVM6APackage :LFBGA289,MIMXRT1165DVM6A(935421517557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1160,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1165CVM5BPackage :LFBGA289,MIMXRT1165CVM5B(935464729557),Active,,https://www.nxp.com/products/i.MX-RT1160,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1165CVM5APackage :LFBGA289,MIMXRT1165CVM5A(935421516557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1160,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117TDVMABPackage :LFBGA289,MIMXRT117TDVMAB(935464794557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117TDVMAAPackage :LFBGA289,MIMXRT117TDVMAA(935450815557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117TCVM8BPackage :LFBGA289,MIMXRT117TCVM8B(935464755557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117TCVM8APackage :LFBGA289,MIMXRT117TCVM8A(935450814557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117TAVM8BPackage :LFBGA289,MIMXRT117TAVM8B(935464762557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117TAVM8APackage :LFBGA289,MIMXRT117TAVM8A(935450813557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
